Uniprot Entry,Accession Name,Name,Organism,GO Cellular Components,GO ID CC,GO Molecular Function,GO ID MF,GO Biological Process,GO ID BP,Keywords
Q78IQ7,S39A4_MOUSE,Zinc transporter ZIP4,Mus musculus (Mouse),"recycling endosome membrane IEA, endosome IDA, plasma membrane IDA, cytoplasmic vesicle IDA, integral component of plasma membrane IBA, apical plasma membrane IDA","GO:0005887, GO:0031410, GO:0016324, GO:0005768, GO:0055038, GO:0005886",zinc ion transmembrane transporter activity IDA,GO:0005385,"cellular zinc ion homeostasis IDA, cellular response to zinc ion starvation IDA, zinc ion transport IDA, zinc ion import across plasma membrane IBA","GO:0034224, GO:0006882, GO:0071578, GO:0006829"," Glycoprotein,  Ion transport,  Cell membrane, Alternative splicing,  Zinc,  Transmembrane,  Zinc transport,  Signal,  Endosome,  Reference proteome,  Transmembrane helix, Transport, Membrane"
Q7M732,RTL1_MOUSE,Retrotransposon-like protein 1,Mus musculus (Mouse),integral component of membrane IEA,GO:0016021,,,multicellular organism development IEA,GO:0007275," Transmembrane, Developmental protein, Transmembrane helix,  Reference proteome,  Membrane"
Q7TMJ8,FT,Phosphoinositide-3-kinase-interacting protein 1,Mus musculus (Mouse),"integral component of membrane IEA, plasma membrane IEA","GO:0016021, GO:0005886","phosphatidylinositol 3-kinase catalytic subunit binding ISO, serine-type endopeptidase activity IBA","GO:0004252, GO:0036313","negative regulation of phosphatidylinositol 3-kinase signaling IDA, negative regulation of phosphatidylinositol 3-kinase activity IDA","GO:0014067, GO:0043553","Reference proteome,  Cell membrane,  Disulfide bond, Alternative splicing,  Transmembrane,  Signal,  Transmembrane helix,  Kringle,  Membrane"
Q7TN60,TMC6_MOUSE,Transmembrane channel-like protein 6,Mus musculus (Mouse),"endoplasmic reticulum ISO, endoplasmic reticulum membrane IEA, cytoplasm ISO, integral component of plasma membrane IEA, nuclear membrane ISO, Golgi apparatus ISO","GO:0005887, GO:0005783, GO:0005794, GO:0005737, GO:0031965, GO:0005789",mechanosensitive ion channel activity IBA,GO:0008381,,," Glycoprotein, Ion transport,  Endoplasmic reticulum, Transmembrane,  Methylation, Alternative splicing,  Ion channel,  Phosphoprotein,  Reference proteome,  Transmembrane helix,  Membrane,  Transport"
Q7TPD0,INT3_MOUSE,Integrator complex subunit 3,Mus musculus (Mouse),"nucleus ISS, integrator complex ISS, cytoplasm ISS, SOSS complex ISS","GO:0005737, GO:0032039, GO:0070876, GO:0005634",,,"cellular response to DNA damage stimulus ISS, snRNA processing ISS, mitotic cell cycle checkpoint ISS, response to ionizing radiation ISS, DNA repair ISS","GO:0010212, GO:0006974, GO:0007093, GO:0016180, GO:0006281","Nucleus, Acetylation,  DNA repair,  DNA damage,  Cytoplasm,  Phosphoprotein,  Alternative splicing,  Reference proteome"
Q7TPD1,FBX11_MOUSE,F-box only protein 11,Mus musculus (Mouse),"chromosome IEA, cytoplasm ISO, nucleolus ISO, ubiquitin ligase complex IEA, cytosol ISO, nucleoplasm ISO, nucleus ISO","GO:0000151, GO:0005694, GO:0005654, GO:0005737, GO:0005829, GO:0005634, GO:0005730","zinc ion binding IEA, ubiquitin-protein transferase activity IMP, protein-arginine N-methyltransferase activity ISO","GO:0008270, GO:0004842, GO:0016274","ubiquitin-dependent protein catabolic process IBA, cellular protein modification process ISO, protein ubiquitination IBA, sensory perception of sound IMP, regulation of apoptotic process IBA","GO:0016567, GO:0006464, GO:0006511, GO:0042981, GO:0007605"," Ubl conjugation pathway, Reference proteome,  Nucleus, Alternative splicing,  Metal-binding,  Zinc,  Repeat,  Zinc-finger,  Chromosome"
Q7TQF2,FBX10_MOUSE,F-box only protein 10,Mus musculus (Mouse),cytoplasm ISO,GO:0005737,,,"ubiquitin-dependent protein catabolic process ISO, apoptotic process IEA, protein ubiquitination IBA, regulation of apoptotic process ISO","GO:0016567, GO:0042981, GO:0006511, GO:0006915"," Ubl conjugation pathway, Reference proteome,  Repeat,  Cytoplasm, Apoptosis,  Phosphoprotein,  Direct protein sequencing"
Q80U22,RUSC2_MOUSE,Iporin,Mus musculus (Mouse),"cytosol IEA, cytoplasmic vesicle ISO","GO:0005829, GO:0031410",Rab GTPase binding ISO,GO:0017137,,,"Alternative splicing,  Cytoplasm,  Phosphoprotein,  Reference proteome, SH3 domain"
Q80U56,AVL9_MOUSE,Late secretory pathway protein AVL9 homolog,Mus musculus (Mouse),"integral component of membrane IEA, recycling endosome ISS","GO:0016021, GO:0055037",,,cell migration ISS,GO:0016477,"Transmembrane,  Methylation, Endosome,  Phosphoprotein,  Reference proteome,  Transmembrane helix,  Membrane"
Q80VA5,S3TC2_MOUSE,SH3 domain and tetratricopeptide repeat-containing protein 2,Mus musculus (Mouse),"recycling endosome IDA, plasma membrane IDA, cytoplasmic vesicle IDA","GO:0055037, GO:0005886, GO:0031410",,,"peripheral nervous system myelin maintenance IMP, regulation of ERBB signaling pathway IMP, myelination in peripheral nervous system IMP, regulation of intracellular protein transport IMP","GO:0032287, GO:1901184, GO:0022011, GO:0033157","Alternative splicing,  Repeat,  TPR repeat,  Reference proteome,  SH3 domain"
Q80VM4,ZN579_MOUSE,Zinc finger protein 579,Mus musculus (Mouse),nucleus IEA,GO:0005634,"DNA binding IEA, metal ion binding IEA","GO:0046872, GO:0003677",,," Transcription,  DNA-binding, Nucleus,  Methylation,  Metal-binding,  Zinc,  Repeat,  Zinc-finger,  Phosphoprotein, Transcription regulation, Direct protein sequencing,  Reference proteome"
Q80VY9,DHX33_MOUSE,ATP-dependent RNA helicase DHX33 {ECO:0000305},Mus musculus (Mouse),"NLRP3 inflammasome complex ISS, cytoplasm ISS, nucleolus IDA, nucleoplasm IDA, nucleus ISO","GO:0005654, GO:0005737, GO:0072559, GO:0005634, GO:0005730","ribosomal large subunit binding ISO, mRNA binding ISS, rDNA binding IDA, RNA helicase activity IEA, double-stranded RNA binding IDA, ATP binding IEA, activating transcription factor binding IPI, RNA binding IBA","GO:0000182, GO:0003729, GO:0005524, GO:0003724, GO:0003723, GO:0043023, GO:0033613, GO:0003725","positive regulation of MAPK cascade IMP, positive regulation of type I interferon production IMP, translational initiation IDA, positive regulation of transcription by RNA polymerase I IDA, positive regulation of NF-kappaB transcription factor activity IMP, positive regulation of NLRP3 inflammasome complex assembly ISS","GO:0006413, GO:0043410, GO:0051092, GO:1900227, GO:0045943, GO:0032481"," Nucleus,  Hydrolase,  RNA-binding, ATP-binding,  Cytoplasm,  Helicase,  Reference proteome, Nucleotide-binding, Ubl conjugation,  Inflammasome"
Q80WW9,DDRGK_MOUSE,DDRGK domain-containing protein 1 {ECO:0000305},Mus musculus (Mouse),"endoplasmic reticulum IDA, endoplasmic reticulum membrane ISS, nucleolus ISO","GO:0005783, GO:0005789, GO:0005730","RNA polymerase II repressing transcription factor binding ISO, ubiquitin-like protein ligase binding ISS","GO:0044389, GO:0001103","negative regulation of IRE1-mediated unfolded protein response IMP, response to endoplasmic reticulum stress IMP, protein localization to endoplasmic reticulum ISS, positive regulation of proteasomal ubiquitin-dependent protein catabolic process ISO, regulation of intracellular estrogen receptor signaling pathway ISS, positive regulation of metallopeptidase activity ISO, positive regulation of RNA polymerase II regulatory region sequence-specific DNA binding ISO, positive regulation of proteasomal protein catabolic process ISS, protein ufmylation ISS, reticulophagy ISS, positive regulation of protein localization to endoplasmic reticulum IDA, positive regulation of I-kappaB phosphorylation ISS, positive regulation of gene expression ISO, protein K69-linked ufmylation ISS, positive regulation of cell population proliferation ISO, negative regulation of apoptotic process ISO, positive regulation of transcription by RNA polymerase II ISO, negative regulation of proteasomal ubiquitin-dependent protein catabolic process ISS, positive regulation of cell migration ISO, negative regulation of gene expression ISO, cartilage development IMP, positive regulation of NF-kappaB transcription factor activity ISS, regulation of protein stability ISO","GO:1990592, GO:0043066, GO:0010628, GO:0051092, GO:0033146, GO:0051216, GO:0034976, GO:0030335, GO:1901800, GO:1903721, GO:1905552, GO:0032435, GO:0071569, GO:0061709, GO:0032436, GO:0031647, GO:0010629, GO:1903895, GO:1905636, GO:0045944, GO:0070972, GO:0008284, GO:1905050"," Endoplasmic reticulum, Phosphoprotein, 3D-structure,  Isopeptide bond,  Signal,  Ubl conjugation, Ubl conjugation pathway,  Reference proteome,  Membrane"
Q80YP0,CDK3_MOUSE,Cyclin-dependent kinase 3,Mus musculus (Mouse),nucleus IBA,GO:0005634,"ATP binding IEA, cyclin-dependent protein serine/threonine kinase activity IBA","GO:0004693, GO:0005524","cell division IEA, cell cycle IEA, protein phosphorylation IBA","GO:0051301, GO:0006468, GO:0007049"," Transferase,  Cell division, Alternative splicing, Serine/threonine-protein kinase,  Cell cycle,  ATP-binding,  Kinase,  Polymorphism,  Nucleotide-binding, Mitosis,  Reference proteome"
Q80YQ2,MED23_MOUSE,Mediator of RNA polymerase II transcription subunit 23,Mus musculus (Mouse),"mediator complex IDA, nucleoplasm TAS, transcription regulator complex ISO, ubiquitin ligase complex ISO","GO:0005654, GO:0000151, GO:0005667, GO:0016592",,,"positive regulation of T cell extravasation IMP, regulation of transcription by RNA polymerase II IBA, positive regulation of gene expression IMP, regulation of transcription, DNA-templated ISO, protein ubiquitination ISO","GO:0016567, GO:0006355, GO:0010628, GO:0006357, GO:2000409"," Nucleus, Activator, Transcription,  Transcription regulation,  Alternative splicing,  Reference proteome"
Q80YT7,MYOME_MOUSE,Myomegalin,Mus musculus (Mouse),"myofibril ISS, cytoplasm ISS, nucleus ISS, Golgi apparatus ISS, centrosome ISS","GO:0030016, GO:0005794, GO:0005813, GO:0005737, GO:0005634","molecular adaptor activity ISS, enzyme binding ISS","GO:0019899, GO:0060090","cellular protein-containing complex assembly ISS, positive regulation of microtubule nucleation ISO, astral microtubule organization ISO, regulation of Golgi organization ISS","GO:0030953, GO:1903358, GO:0034622, GO:0090063"," Coiled coil, Alternative splicing, Golgi apparatus,  Cytoplasm,  Phosphoprotein,  Cytoskeleton,  Reference proteome"
Q8BGK6,YLAT2_MOUSE,Y+L amino acid transporter 2,Mus musculus (Mouse),"integral component of membrane IEA, plasma membrane ISO, basolateral plasma membrane IEA, intracellular membrane-bounded organelle ISO","GO:0016323, GO:0016021, GO:0043231, GO:0005886","antiporter activity IEA, basic amino acid transmembrane transporter activity ISO, L-amino acid transmembrane transporter activity IBA","GO:0015179, GO:0015174, GO:0015297","basic amino acid transmembrane transport ISO, ornithine transport ISO","GO:0015822, GO:1990822","Transmembrane,  Cell membrane, Alternative splicing,  Antiport, Disulfide bond,  Phosphoprotein,  Reference proteome,  Transmembrane helix,  Membrane,  Transport,  Amino-acid transport"
Q8BH82,NAPEP_MOUSE,N-acyl-phosphatidylethanolamine-hydrolyzing phospholipase D,Mus musculus (Mouse),"nuclear envelope ISS, cytoplasm IBA, membrane-bounded organelle ISO, early endosome membrane IEA, nucleoplasm ISS, early endosome ISS, Golgi membrane IEA, Golgi apparatus ISS, cytosol ISO","GO:0005654, GO:0005769, GO:0005794, GO:0031901, GO:0005635, GO:0005737, GO:0000139, GO:0005829, GO:0043227","N-acylphosphatidylethanolamine-specific phospholipase D activity IDA, identical protein binding ISO, phospholipase activity ISO, zinc ion binding ISS, N-acetylphosphatidylethanolamine-hydrolysing phospholipase activity IEA","GO:0070290, GO:0004620, GO:0042802, GO:0008270, GO:0102200","response to isolation stress IEA, temperature homeostasis IMP, aging IEA, phospholipid metabolic process ISO, host-mediated regulation of intestinal microbiota composition IMP, N-acylethanolamine metabolic process IDA, negative regulation of eating behavior ISO, positive regulation of brown fat cell differentiation IMP, N-acylphosphatidylethanolamine metabolic process IDA, positive regulation of inflammatory response IMP, phospholipid catabolic process IEA","GO:0048874, GO:0001659, GO:0035900, GO:0070291, GO:0007568, GO:1903999, GO:0090336, GO:0070292, GO:0050729, GO:0009395, GO:0006644"," Nucleus,  Hydrolase,  Golgi apparatus, Acetylation,  Metal-binding, Zinc,  Lipid degradation,  Endosome,  Phospholipid metabolism,  Reference proteome,  Membrane, Lipid metabolism, Phospholipid degradation"
Q8BHA3,DTD2_MOUSE,D-aminoacyl-tRNA deacylase 2 {ECO:0000305},Mus musculus (Mouse),cytoplasm IBA,GO:0005737,"aminoacyl-tRNA editing activity IBA, D-tyrosyl-tRNA(Tyr) deacylase activity IDA, Ala-tRNA(Thr) hydrolase activity IDA, tRNA binding IEA","GO:0000049, GO:0051500, GO:0106105, GO:0002161","aminoacyl-tRNA metabolism involved in translational fidelity IDA, tRNA metabolic process IBA","GO:0006399, GO:0106074"," tRNA-binding, Reference proteome,  Hydrolase, 3D-structure,  RNA-binding,  Cytoplasm,  Alternative splicing"
Q8BJS8,MTBP_MOUSE,Mdm2-binding protein,Mus musculus (Mouse),"kinetochore IDA, chromatin ISO","GO:0000776, GO:0000785",,,"regulation of protein ubiquitination IEA, negative regulation of cell population proliferation IDA, cell cycle arrest IEA, traversing start control point of mitotic cell cycle IDA, protein localization to kinetochore ISO, negative regulation of mitotic nuclear division IDA","GO:0007089, GO:0045839, GO:0007050, GO:0031396, GO:0034501, GO:0008285"," Ubl conjugation pathway, Reference proteome, Alternative splicing,  Cell cycle,  Phosphoprotein,  Growth arrest"
Q8BKC8,PI4KB_MOUSE,Phosphatidylinositol 4-kinase beta,Mus musculus (Mouse),"cytoplasm ISO, mitochondrial outer membrane IEA, plasma membrane ISO, Golgi membrane ISO, membrane IBA, cytosol ISO, rough endoplasmic reticulum membrane IEA","GO:0030867, GO:0005886, GO:0005737, GO:0000139, GO:0005829, GO:0016020, GO:0005741","14-3-3 protein binding ISS, phosphatidylinositol kinase activity IBA, ATP binding IEA, 1-phosphatidylinositol 4-kinase activity ISO","GO:0004430, GO:0005524, GO:0071889, GO:0052742","phosphatidylinositol-mediated signaling IBA, phosphatidylinositol phosphorylation IBA","GO:0048015, GO:0046854"," Transferase,  Endoplasmic reticulum, Mitochondrion outer membrane, Reference proteome, Acetylation, Golgi apparatus,  Mitochondrion,  ATP-binding,  Alternative splicing,  Kinase,  Nucleotide-binding,  Phosphoprotein,  Membrane"
Q8BKF1,RPOM_MOUSE,"DNA-directed RNA polymerase, mitochondrial {ECO:0000305}",Mus musculus (Mouse),"mitochondrial nucleoid ISO, mitochondrial DNA-directed RNA polymerase complex IBA, mitochondrial matrix ISO, protein-containing complex IDA, mitochondrion HDA","GO:0034245, GO:0005739, GO:0042645, GO:0032991, GO:0005759","DNA-directed 5'-3' RNA polymerase activity ISO, mitochondrial promoter sequence-specific DNA binding IBA, sequence-specific DNA binding IDA","GO:0043565, GO:0003899, GO:0001018",mitochondrial transcription ISO,GO:0006390," Transcription,  Transferase, Reference proteome,  Mitochondrion,  Repeat,  Nucleotidyltransferase, DNA-directed RNA polymerase,  Transit peptide"
Q8BML2,OACYL_MOUSE,O-acyltransferase like protein {ECO:0000305},Mus musculus (Mouse),integral component of membrane IEA,GO:0016021,"transferase activity, transferring acyl groups other than amino-acyl groups IEA",GO:0016747,,,"Alternative splicing,  Transmembrane,  Signal, Transmembrane helix,  Reference proteome,  Membrane"
Q8BP86,SNPC4_MOUSE,snRNA-activating protein complex subunit 4,Mus musculus (Mouse),"snRNA-activating protein complex ISS, nucleus IEA","GO:0005634, GO:0019185","DNA binding ISS, RNA polymerase II general transcription initiation factor activity ISO, RNA polymerase III general transcription initiation factor activity ISO","GO:0016251, GO:0003677, GO:0000995","snRNA transcription by RNA polymerase III ISS, snRNA transcription by RNA polymerase II ISS","GO:0042796, GO:0042795"," Transcription, Reference proteome,  DNA-binding,  Nucleus, Alternative splicing,  Repeat,  Transcription regulation,  Phosphoprotein"
Q8BR63,F177A_MOUSE,Protein FAM177A1,Mus musculus (Mouse),,,,,,," Coiled coil, Acetylation,  Phosphoprotein,  Reference proteome"
Q8BRN9,C2D1B_MOUSE,Coiled-coil and C2 domain-containing protein 1B,Mus musculus (Mouse),"nucleoplasm ISO, nucleus ISO, intracellular membrane-bounded organelle ISO","GO:0005654, GO:0005634, GO:0043231","RNA polymerase II cis-regulatory region sequence-specific DNA binding IDA, DNA-binding transcription factor activity, RNA polymerase II-specific IBA, DNA-binding transcription repressor activity, RNA polymerase II-specific IDA","GO:0001227, GO:0000981, GO:0000978",negative regulation of transcription by RNA polymerase II IDA,GO:0000122," Transcription,  Nucleus, Coiled coil,  Phosphoprotein, Transcription regulation,  Reference proteome"
Q8BUY9,PGTB1_MOUSE,Geranylgeranyl transferase type-1 subunit beta,Mus musculus (Mouse),CAAX-protein geranylgeranyltransferase complex ISS,GO:0005953,"protein geranylgeranyltransferase activity ISS, peptide binding IEA, CAAX-protein geranylgeranyltransferase activity ISS, zinc ion binding ISS, drug binding IEA, isoprenoid binding IEA","GO:0019840, GO:0042277, GO:0004662, GO:0008144, GO:0008270, GO:0004661","protein geranylgeranylation ISS, positive regulation of cell population proliferation ISO, positive regulation of cell cycle ISO, protein prenylation IBA, response to cytokine ISO, negative regulation of nitric-oxide synthase biosynthetic process ISO","GO:0018344, GO:0045787, GO:0051771, GO:0008284, GO:0034097, GO:0018342"," Prenyltransferase,  Metal-binding,  Zinc,  Repeat, Transferase,  Reference proteome, Magnesium"
Q8BWG9,CRCM1_MOUSE,Calcium release-activated calcium channel protein 1,Mus musculus (Mouse),"membrane raft ISS, membrane IDA, plasma membrane ISO, basolateral plasma membrane IDA, integral component of plasma membrane ISS, plasma membrane raft ISS, protein-containing complex IPI, cytosol ISO, growth cone ISO","GO:0005887, GO:0045121, GO:0016323, GO:0030426, GO:0032991, GO:0044853, GO:0005829, GO:0016020, GO:0005886","identical protein binding ISO, store-operated calcium channel activity ISS, calcium channel activity ISO, calmodulin binding IEA","GO:0042802, GO:0005516, GO:0005262, GO:0015279","mammary gland epithelium development IMP, positive regulation of adenylate cyclase activity ISS, adaptive immune response IEA, positive regulation of calcium ion transport ISS, regulation of calcium ion transport ISO, calcium ion transmembrane transport ISO, calcium ion import IDA, store-operated calcium entry IGI","GO:0070588, GO:0051924, GO:0045762, GO:0051928, GO:0070509, GO:0002115, GO:0002250, GO:0061180"," Glycoprotein, Ion transport,  Immunity,  Calcium channel,  Cell membrane, Adaptive immunity,  Ion channel,  Transmembrane,  Ubl conjugation, Calmodulin-binding,  Phosphoprotein, Transmembrane helix,  Reference proteome,  Calcium,  Calcium transport,  Membrane,  Transport"
Q8BWQ1,UD2A3_MOUSE,UDP-glucuronosyltransferase 2A3,Mus musculus (Mouse),"integral component of membrane IEA, intracellular membrane-bounded organelle IBA","GO:0016021, GO:0043231",glucuronosyltransferase activity ISO,GO:0015020,cellular glucuronidation ISO,GO:0052695,"Glycoprotein, Transferase,  Transmembrane,  Signal,  Glycosyltransferase,  Reference proteome,  Transmembrane helix,  Membrane"
Q8BXA5,CLP1L_MOUSE,Cleft lip and palate transmembrane protein 1-like protein,Mus musculus (Mouse),"integral component of membrane IEA, endomembrane system IBA, membrane IBA","GO:0012505, GO:0016021, GO:0016020",,,apoptotic process IEA,GO:0006915," Glycoprotein, Apoptosis,  Transmembrane, Transmembrane helix,  Reference proteome,  Membrane"
Q8BXJ2,TREF1_MOUSE,Transcriptional-regulating factor 1,Mus musculus (Mouse),"fibrillar center ISO, transcription regulator complex IBA, histone deacetylase complex IBA, cytosol ISO, nucleoplasm ISO, nucleus ISO","GO:0001650, GO:0005654, GO:0005667, GO:0000118, GO:0005829, GO:0005634","nuclear receptor transcription coactivator activity ISO, DNA binding IEA, progesterone receptor binding ISO, transcription corepressor activity IBA, metal ion binding IEA, transcription coactivator activity ISO, transcription factor binding ISO","GO:0030374, GO:0003713, GO:0003714, GO:0046872, GO:0033142, GO:0003677, GO:0008134","histone deacetylation IBA, cellular response to progesterone stimulus ISO, regulation of transcription by RNA polymerase II IBA, progesterone receptor signaling pathway ISO, negative regulation of transcription, DNA-templated IBA, positive regulation of transcription by RNA polymerase II ISO, positive regulation of transcription, DNA-templated ISO","GO:0071393, GO:0045944, GO:0050847, GO:0045893, GO:0045892, GO:0006357, GO:0016575"," Transcription,  DNA-binding, Nucleus, Acetylation,  Metal-binding,  Zinc,  Activator,  Repeat,  Zinc-finger,  Phosphoprotein,  Alternative splicing, Transcription regulation,  Reference proteome"
Q8BZH1,TGM4_MOUSE,Protein-glutamine gamma-glutamyltransferase 4 {ECO:0000303|PubMed:19027372},Mus musculus (Mouse),"Golgi apparatus ISO, cytoplasm ISO, collagen-containing extracellular matrix ISO","GO:0062023, GO:0005737, GO:0005794","protein-glutamine gamma-glutamyltransferase activity IBA, metal ion binding IEA","GO:0046872, GO:0003810","mating plug formation IMP, peptide cross-linking IBA","GO:0042628, GO:0018149"," Copulatory plug,  Transferase, Glycoprotein,  Metal-binding,  Secreted, Acyltransferase,  Reference proteome,  Calcium,  Direct protein sequencing"
Q8BZH4,POGZ_MOUSE,Pogo transposable element with ZNF domain,Mus musculus (Mouse),"nuclear chromatin ISS, cytoplasm ISS, cytosol ISO, nucleoplasm ISO, nucleus IBA","GO:0005654, GO:0005634, GO:0005737, GO:0005829, GO:0000790","DNA binding IEA, metal ion binding IEA","GO:0046872, GO:0003677","mitotic sister chromatid cohesion ISS, kinetochore assembly ISS, positive regulation of transcription by RNA polymerase II IBA, cell division IEA, regulation of gene expression IBA","GO:0010468, GO:0051382, GO:0045944, GO:0051301, GO:0007064","Reference proteome,  DNA-binding,  Nucleus,  Cell division,  Coiled coil, Cell cycle,  Metal-binding,  Repeat,  Cytoplasm,  Zinc,  Ubl conjugation,  Zinc-finger,  Phosphoprotein,  Chromosome, Isopeptide bond"
Q8C147,DOCK8_MOUSE,Dedicator of cytokinesis protein 8,Mus musculus (Mouse),"lamellipodium membrane IEA, leading edge membrane ISO, cytoplasm ISO, cell leading edge IDA","GO:0031252, GO:0005737, GO:0031256, GO:0031258",guanyl-nucleotide exchange factor activity IDA,GO:0005085,"immunological synapse formation IMP, positive regulation of T cell migration IMP, positive regulation of establishment of T cell polarity IMP, negative regulation of T cell apoptotic process IMP, positive regulation of GTPase activity ISO, cellular response to chemokine ISO, dendritic cell migration IMP, memory T cell proliferation ISO, small GTPase mediated signal transduction IEA","GO:1903905, GO:0061485, GO:0007264, GO:1990869, GO:0043547, GO:0036336, GO:0070233, GO:0001771, GO:2000406","Reference proteome,  Cell membrane, Cytoplasm, 3D-structure,  Guanine-nucleotide releasing factor,  Phosphoprotein,  Alternative splicing,  Membrane,  Cell projection"
Q8C310,FT,Roundabout homolog 4,Mus musculus (Mouse),"plasma membrane IBA, external side of plasma membrane IDA, integral component of membrane TAS","GO:0005886, GO:0016021, GO:0009897",signaling receptor activity IDA,GO:0038023,"regulation of cell migration IBA, establishment of endothelial barrier ISO, angiogenesis ISO, negative regulation of cell migration IDA","GO:0061028, GO:0030336, GO:0030334, GO:0001525"," Glycoprotein, Alternative splicing,  Repeat,  Differentiation,  Immunoglobulin domain, Receptor, Disulfide bond,  Phosphoprotein,  Angiogenesis,  Reference proteome,  Signal,  Developmental protein"
Q8C7E7,STBD1_MOUSE,Starch-binding domain-containing protein 1 {ECO:0000303|PubMed:20810658},Mus musculus (Mouse),"endoplasmic reticulum ISO, endoplasmic reticulum membrane IEA, T-tubule ISO, membrane ISS, phagophore assembly site membrane IEA, perinuclear region of cytoplasm ISS, cytosol ISO, integral component of plasma membrane ISO","GO:0005887, GO:0005783, GO:0048471, GO:0034045, GO:0005829, GO:0005789, GO:0030315, GO:0016020","glycogen binding ISS, starch binding IEA, enzyme binding ISO, polysaccharide binding ISO","GO:2001069, GO:0019899, GO:0030247, GO:2001070","glycophagy ISS, intracellular transport IGI, glycogen catabolic process ISS","GO:0046907, GO:0005980, GO:0061723"," Endoplasmic reticulum,  Cell membrane, Autophagy,  Transmembrane,  Ubl conjugation,  Phosphoprotein, Signal-anchor, Glycogen metabolism,  Reference proteome,  Carbohydrate metabolism,  Transmembrane helix,  Membrane"
Q8CAS9,PARP9_MOUSE,Protein mono-ADP-ribosyltransferase PARP9 {ECO:0000305},Mus musculus (Mouse),"site of DNA damage ISO, cytoplasm ISS, nucleus ISS, protein-containing complex ISO, mitochondrion ISO, cytosol ISO, nucleoplasm ISO","GO:0005739, GO:0005654, GO:0005737, GO:0090734, GO:0032991, GO:0005829, GO:0005634","protein ADP-ribosylase activity IBA, enzyme inhibitor activity ISO, ADP-D-ribose binding ISO, NAD+ ADP-ribosyltransferase activity ISS, enzyme binding ISO, histone binding ISO, ubiquitin-like protein ligase binding ISO, transcription corepressor activity ISO, STAT family protein binding ISO","GO:0003950, GO:0072570, GO:0042393, GO:0004857, GO:0003714, GO:0044389, GO:0019899, GO:0097677, GO:1990404","defense response to virus IEA, positive regulation of transcription, DNA-templated ISO, negative regulation of catalytic activity ISO, positive regulation of protein localization to nucleus ISO, negative regulation of gene expression ISO, innate immune response IEA, positive regulation of double-strand break repair via nonhomologous end joining ISO, double-strand break repair ISS, protein mono-ADP-ribosylation IBA, negative regulation of transcription by RNA polymerase II ISO, posttranscriptional regulation of gene expression ISO, protein poly-ADP-ribosylation IBA, regulation of response to interferon-gamma ISS, protein ADP-ribosylation ISO, positive regulation of defense response to virus by host ISO, positive regulation of interferon-gamma-mediated signaling pathway IMP, positive regulation of tyrosine phosphorylation of STAT protein ISO, positive regulation of chromatin binding ISO","GO:0042531, GO:0002230, GO:0043086, GO:0035563, GO:0000122, GO:0060335, GO:1900182, GO:0006471, GO:0006302, GO:0045893, GO:0051607, GO:0060330, GO:0140289, GO:0010608, GO:0010629, GO:0045087, GO:0070212, GO:2001034"," Transferase,  NAD, Phosphoprotein, ADP-ribosylation,  Nucleus,  DNA repair,  Repeat,  Cytoplasm, DNA damage,  Alternative splicing,  Reference proteome,  Immunity,  Antiviral defense,  Innate immunity"
Q8CB19,PHTF2_MOUSE,Protein PHTF2 {ECO:0000305},Mus musculus (Mouse),"endoplasmic reticulum ISO, nucleus IEA","GO:0005783, GO:0005634",DNA binding IEA,GO:0003677,,,"Glycoprotein,  Transmembrane, Transmembrane helix,  Reference proteome,  Membrane"
Q8CCJ3,UFL1_MOUSE,E3 UFM1-protein ligase 1 {ECO:0000305},Mus musculus (Mouse),"endoplasmic reticulum membrane ISS, neuron projection IDA, nucleus ISS, endoplasmic reticulum ISS, cytosol IEA, protein-containing complex ISO, site of double-strand break ISS, cytoplasm IDA","GO:0005783, GO:0043005, GO:0005737, GO:0032991, GO:0035861, GO:0005829, GO:0005634, GO:0005789","UFM1 transferase activity IBA, protein kinase binding ISO, UFM1 ligase activity ISS","GO:0061666, GO:0019901, GO:0071568","positive regulation of protein binding TAS, regulation of inflammatory response ISS, histone modification ISS, response to endoplasmic reticulum stress IMP, cellular response to DNA damage stimulus ISS, positive regulation of glial cell proliferation IDA, regulation of intracellular estrogen receptor signaling pathway ISS, regulation of I-kappaB kinase/NF-kappaB signaling ISS, positive regulation of autophagy IMP, protein ufmylation ISS, reticulophagy ISS, regulation of gene expression IMP, negative regulation of IRE1-mediated unfolded protein response ISS, regulation of proteasomal ubiquitin-dependent protein catabolic process ISO, negative regulation of NF-kappaB transcription factor activity ISS, protein K69-linked ufmylation ISS, hematopoietic stem cell differentiation IMP, positive regulation of cell population proliferation ISO, erythrocyte differentiation IMP, DNA repair IEA, response to L-glutamate IMP, negative regulation of apoptotic process ISO, regulation of protein localization ISO, negative regulation of protein ubiquitination ISS","GO:1990592, GO:0043066, GO:0010508, GO:0033146, GO:0034976, GO:0032088, GO:0032880, GO:0010468, GO:0030218, GO:0006974, GO:0060218, GO:0060252, GO:0071569, GO:0061709, GO:0050727, GO:1902065, GO:0032434, GO:0006281, GO:1903895, GO:0043122, GO:0032092, GO:0008284, GO:0031397, GO:0016570"," Transferase, DNA repair,  Endoplasmic reticulum, Phosphoprotein,  Nucleus,  Methylation, Acetylation,  DNA damage,  Cytoplasm,  Ubl conjugation, Ubl conjugation pathway,  Alternative splicing,  Reference proteome,  Chromosome,  Membrane"
